Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
0,Male,0,Yes,Yes,68,Yes,Two year,No,Bank transfer (automatic),25.4,1620.2
1,Female,0,Yes,Yes,43,Yes,Month-to-month,No,Electronic check,56.15,2499.3
1,Male,0,No,No,1,Yes,Month-to-month,Yes,Electronic check,89.55,89.55
0,Female,1,No,No,49,Yes,One year,Yes,Bank transfer (automatic),89.85,4287.2
0,Female,0,Yes,Yes,15,Yes,Month-to-month,Yes,Electronic check,25.25,394.85
1,Male,1,Yes,No,20,Yes,Month-to-month,Yes,Electronic check,94.55,1899.65
1,Male,0,No,No,1,Yes,Month-to-month,Yes,Mailed check,45.7,45.7
0,Male,0,Yes,Yes,50,Yes,One year,Yes,Electronic check,69.65,3442.15
1,Female,1,No,No,2,Yes,Month-to-month,No,Electronic check,89.5,161.5
0,Male,1,No,No,24,Yes,Month-to-month,No,Credit card (automatic),70,1732.6
1,Female,0,No,No,3,Yes,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3
1,Female,0,No,No,1,Yes,Month-to-month,Yes,Mailed check,74.6,74.6
0,Male,0,Yes,Yes,35,Yes,Two year,No,Mailed check,20.1,655.3
0,Female,0,No,No,17,Yes,Month-to-month,No,Mailed check,24.8,475.25
1,Female,1,No,No,8,Yes,Month-to-month,No,Electronic check,19.65,164.3
0,Male,0,No,No,10,Yes,Month-to-month,Yes,Credit card (automatic),95.1,865.1
0,Male,0,Yes,Yes,68,Yes,Two year,Yes,Credit card (automatic),88.85,6132.7
0,Male,0,Yes,No,45,Yes,One year,No,Bank transfer (automatic),78.8,3597.5
1,Male,0,Yes,Yes,2,Yes,One year,No,Mailed check,19.85,35.9
0,Male,0,Yes,No,37,Yes,Month-to-month,No,Bank transfer (automatic),20.35,697.65
1,Female,0,No,No,4,No,Month-to-month,Yes,Mailed check,24.25,96.05
0,Female,0,No,No,10,Yes,Month-to-month,No,Mailed check,45.25,428.7
0,Male,0,No,No,1,Yes,Month-to-month,No,Mailed check,20.05,20.05
0,Male,0,Yes,Yes,65,Yes,Two year,Yes,Mailed check,69.55,4459.15
0,Female,0,Yes,Yes,57,Yes,Two year,No,Bank transfer (automatic),19.5,1167.6
0,Female,0,No,No,3,Yes,Month-to-month,Yes,Mailed check,74.75,238.1
1,Female,0,No,No,2,Yes,Month-to-month,No,Electronic check,69.65,145.15
0,Male,0,No,No,49,No,Month-to-month,Yes,Bank transfer (automatic),30.2,1453.1
1,Female,0,No,No,4,Yes,Month-to-month,No,Mailed check,45.65,191.05
0,Female,0,Yes,No,70,No,Two year,No,Bank transfer (automatic),57.8,4039.3
0,Female,0,Yes,Yes,53,Yes,One year,Yes,Bank transfer (automatic),19.85,1039.45
0,Male,0,Yes,Yes,53,Yes,Two year,No,Credit card (automatic),25.55,1336.1
1,Female,0,No,No,1,Yes,Month-to-month,Yes,Mailed check,75.05,75.05
0,Male,0,No,No,22,Yes,Month-to-month,Yes,Credit card (automatic),24.85,493.4
1,Male,1,No,No,52,No,Month-to-month,Yes,Electronic check,49.15,2550.9
0,Male,1,No,No,65,Yes,Two year,Yes,Electronic check,110.35,7246.15
0,Female,0,No,No,48,Yes,One year,No,Bank transfer (automatic),24.55,1203.95
1,Female,0,No,No,2,No,Month-to-month,Yes,Electronic check,34.7,62.25
0,Male,0,No,No,3,Yes,Month-to-month,No,Mailed check,107.95,313.6
0,Male,0,Yes,No,45,Yes,Month-to-month,No,Bank transfer (automatic),81.4,3775.85
1,Male,0,Yes,Yes,1,Yes,Month-to-month,No,Electronic check,80,80
0,Female,0,Yes,Yes,61,Yes,Two year,Yes,Bank transfer (automatic),73.8,4616.05
0,Male,0,No,No,3,Yes,Month-to-month,Yes,Credit card (automatic),64.4,195.65
0,Female,1,No,No,40,Yes,One year,Yes,Credit card (automatic),103.75,4188.4
0,Female,0,No,No,1,Yes,Month-to-month,No,Mailed check,71.1,71.1
0,Female,0,No,No,1,Yes,Month-to-month,Yes,Electronic check,49.9,49.9
0,Male,0,No,No,51,Yes,One year,Yes,Bank transfer (automatic),24.6,1266.4
1,Male,1,No,No,2,Yes,Month-to-month,Yes,Electronic check,49.25,91.1
0,Male,0,No,No,52,No,One year,No,Mailed check,30.1,1623.4
0,Male,0,No,No,51,Yes,Month-to-month,No,Bank transfer (automatic),83.4,4149.45
0,Male,0,No,No,1,Yes,Month-to-month,Yes,Mailed check,20.45,20.45
0,Male,0,Yes,Yes,31,Yes,One year,Yes,Bank transfer (automatic),75.25,2344.5
0,Male,0,No,Yes,47,Yes,One year,No,Credit card (automatic),20.55,1013.05
1,Female,0,No,No,3,Yes,Month-to-month,Yes,Credit card (automatic),75.1,270.7
0,Female,1,No,No,22,Yes,One year,Yes,Mailed check,20.05,417
0,Female,0,Yes,No,1,Yes,Month-to-month,Yes,Mailed check,20.65,20.65
0,Male,0,Yes,No,72,Yes,Two year,Yes,Bank transfer (automatic),85.15,6316.2
1,Male,0,Yes,Yes,3,Yes,Month-to-month,Yes,Electronic check,50.15,168.15
0,Male,1,Yes,Yes,47,Yes,One year,Yes,Bank transfer (automatic),84.95,4018.05
0,Male,0,Yes,Yes,72,Yes,Two year,Yes,Credit card (automatic),66.5,4811.6
0,Male,0,Yes,Yes,66,Yes,Two year,Yes,Bank transfer (automatic),63.3,4189.7
0,Male,0,No,No,35,Yes,Month-to-month,No,Electronic check,83.15,2848.45
0,Male,0,No,No,29,Yes,Month-to-month,Yes,Electronic check,84.9,2516.2
0,Female,0,No,No,2,Yes,Month-to-month,Yes,Mailed check,20.55,33.6
0,Male,0,No,No,4,Yes,Month-to-month,No,Mailed check,49.25,208.45
1,Female,0,No,No,25,Yes,Month-to-month,Yes,Bank transfer (automatic),79.85,2015.35
0,Female,0,No,No,65,Yes,Two year,Yes,Mailed check,59.6,3739.8
0,Male,1,No,No,27,Yes,One year,Yes,Bank transfer (automatic),104.65,2964
0,Male,0,Yes,No,29,Yes,Month-to-month,Yes,Credit card (automatic),75.3,2263.4
0,Male,0,Yes,Yes,29,Yes,Month-to-month,No,Credit card (automatic),80.1,2211.8
1,Male,0,No,No,1,Yes,Month-to-month,No,Mailed check,19.55,19.55
0,Female,0,Yes,No,20,Yes,Month-to-month,Yes,Mailed check,81,1683.7
0,Female,0,No,No,58,Yes,Two year,Yes,Credit card (automatic),24.7,1519
0,Female,0,No,Yes,14,Yes,Month-to-month,Yes,Mailed check,86,1164.05
0,Male,0,Yes,No,72,Yes,Two year,No,Mailed check,25.4,1710.9
0,Male,0,No,No,46,Yes,Month-to-month,Yes,Credit card (automatic),89.15,4245.55
0,Female,0,Yes,No,71,No,Two year,No,Bank transfer (automatic),58.25,4145.9
0,Male,0,No,No,32,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3
0,Female,0,No,No,26,No,Month-to-month,Yes,Credit card (automatic),50.35,1277.5
0,Male,1,Yes,No,68,Yes,Month-to-month,Yes,Credit card (automatic),80.35,5589.3
0,Male,0,Yes,Yes,2,Yes,One year,No,Mailed check,20.2,34.75
0,Male,0,Yes,Yes,61,Yes,Two year,No,Credit card (automatic),20.55,1305.95
1,Female,0,Yes,Yes,4,Yes,Month-to-month,Yes,Electronic check,85.95,381.3
1,Male,0,No,No,3,Yes,Month-to-month,Yes,Electronic check,45.35,141.5
1,Male,1,Yes,No,33,Yes,Month-to-month,Yes,Electronic check,94.5,3105.55
0,Male,1,Yes,No,9,Yes,Month-to-month,Yes,Mailed check,21.25,204.55
0,Female,0,No,No,22,Yes,Two year,No,Mailed check,26.25,605.9
0,Female,0,Yes,Yes,5,Yes,Month-to-month,Yes,Electronic check,80.85,356.1
1,Female,1,No,No,30,Yes,Month-to-month,No,Credit card (automatic),91.7,2758.15
0,Male,0,No,No,65,Yes,Two year,Yes,Credit card (automatic),74.2,4805.65
1,Female,0,No,No,45,Yes,Month-to-month,Yes,Electronic check,87.25,3941.7
0,Male,0,No,No,5,Yes,Month-to-month,No,Mailed check,20.35,92.75
0,Male,0,Yes,Yes,25,Yes,Month-to-month,Yes,Electronic check,75.5,1901.05
0,Female,0,Yes,Yes,72,Yes,Two year,No,Bank transfer (automatic),79.05,5730.7
0,Female,0,Yes,No,27,Yes,Month-to-month,No,Bank transfer (automatic),90.15,2423.4
0,Male,0,Yes,Yes,32,No,Month-to-month,No,Credit card (automatic),50.6,1653.45
0,Female,0,No,No,30,Yes,One year,No,Credit card (automatic),110.45,3327.05
0,Male,0,Yes,No,70,Yes,Two year,No,Credit card (automatic),101,7085.5
0,Male,1,No,No,42,Yes,Month-to-month,Yes,Bank transfer (automatic),79.35,3344.1
0,Female,1,Yes,No,72,Yes,Two year,Yes,Bank transfer (automatic),89.85,6697.35
0,Female,0,No,No,47,Yes,Two year,Yes,Mailed check,65,2879.9
0,Female,0,No,No,2,Yes,Month-to-month,Yes,Electronic check,80.45,137.1
1,Male,0,No,No,10,Yes,Month-to-month,No,Electronic check,98.55,1008.55
0,Female,0,Yes,Yes,61,Yes,Two year,Yes,Mailed check,24.1,1551.6
0,Female,0,No,No,5,Yes,Month-to-month,Yes,Credit card (automatic),44.05,202.15
0,Female,1,Yes,No,72,Yes,Two year,Yes,Credit card (automatic),110.8,7882.25
0,Male,1,Yes,Yes,72,Yes,Two year,Yes,Bank transfer (automatic),114.95,8196.4
0,Female,1,No,No,3,Yes,Month-to-month,No,Mailed check,75.05,202.9
0,Male,0,Yes,No,48,Yes,Two year,No,Mailed check,19.25,855.1
0,Female,0,No,No,63,Yes,One year,Yes,Credit card (automatic),90.05,5817
0,Female,0,No,No,27,Yes,Month-to-month,Yes,Mailed check,56.7,1652.95
0,Male,0,Yes,Yes,70,Yes,Two year,Yes,Credit card (automatic),80.15,5600.15
0,Male,0,Yes,Yes,7,Yes,Month-to-month,Yes,Credit card (automatic),71.35,515.75
0,Male,0,No,Yes,0,Yes,Two year,No,Mailed check,20.25, 
0,Female,0,Yes,No,2,Yes,Month-to-month,No,Electronic check,90.35,190.5
1,Male,1,No,No,20,Yes,Month-to-month,Yes,Electronic check,98.55,1842.8
0,Male,0,No,No,66,Yes,Two year,No,Bank transfer (automatic),19.7,1253.8
0,Female,0,No,No,3,Yes,Month-to-month,No,Mailed check,19.85,57.2
1,Female,0,No,Yes,15,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55
0,Female,0,Yes,Yes,72,Yes,Two year,Yes,Bank transfer (automatic),90.35,6563.4
0,Male,0,No,No,1,Yes,Month-to-month,No,Mailed check,20.8,20.8
1,Female,0,No,No,22,Yes,Month-to-month,No,Electronic check,89.25,1907.85
1,Male,0,Yes,No,3,Yes,Month-to-month,Yes,Electronic check,70.3,208.85
0,Female,0,Yes,Yes,72,Yes,Two year,No,Bank transfer (automatic),66.85,4758.8
0,Male,0,Yes,Yes,65,Yes,Two year,No,Mailed check,19.9,1292.6
0,Female,0,No,No,11,No,Month-to-month,Yes,Mailed check,35.8,363.15
0,Male,0,No,No,22,Yes,Month-to-month,Yes,Mailed check,78.85,1600.25
0,Male,0,No,No,14,Yes,One year,No,Bank transfer (automatic),20.4,275.7
0,Male,0,No,No,41,Yes,Month-to-month,Yes,Electronic check,74.25,3089.1
0,Male,0,Yes,No,17,Yes,One year,No,Mailed check,64.8,1175.6
0,Male,0,No,No,11,Yes,Month-to-month,Yes,Credit card (automatic),20.45,237.3
1,Male,0,No,No,15,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65
1,Female,0,No,No,1,Yes,Month-to-month,No,Mailed check,19.9,19.9
1,Female,0,Yes,No,5,Yes,Month-to-month,Yes,Mailed check,88.9,454.15
1,Male,0,Yes,No,33,Yes,One year,Yes,Electronic check,95.8,3036.75
0,Female,0,Yes,No,72,Yes,Two year,Yes,Credit card (automatic),110.65,8065.65
0,Female,0,Yes,Yes,3,No,Month-to-month,No,Mailed check,40.3,92.5
1,Male,0,No,No,2,Yes,Month-to-month,Yes,Electronic check,82,184.65
0,Female,0,Yes,No,59,Yes,One year,Yes,Credit card (automatic),107,6152.3
1,Male,0,No,No,2,Yes,Month-to-month,No,Electronic check,45.35,89.5
0,Male,0,Yes,Yes,71,Yes,Two year,Yes,Credit card (automatic),73.35,5154.5
0,Female,0,Yes,Yes,5,Yes,Month-to-month,No,Mailed check,44.8,220.45
0,Male,0,Yes,Yes,27,Yes,Month-to-month,Yes,Credit card (automatic),54.75,1510.3
1,Female,0,No,No,1,Yes,Month-to-month,Yes,Electronic check,52.2,52.2
0,Male,0,No,Yes,63,No,One year,Yes,Bank transfer (automatic),40.6,2588.95
1,Female,1,No,No,46,Yes,One year,Yes,Electronic check,110,4874.8
0,Male,0,Yes,Yes,72,Yes,Two year,No,Bank transfer (automatic),55.3,3983.6
0,Female,0,Yes,No,34,Yes,Month-to-month,Yes,Bank transfer (automatic),60.85,2003.6
0,Female,0,Yes,Yes,24,Yes,One year,No,Electronic check,78.4,1832.4
0,Male,0,No,No,72,Yes,Two year,No,Bank transfer (automatic),69.65,4908.25
0,Female,0,Yes,Yes,60,No,Two year,No,Credit card (automatic),59.85,3590.2
0,Male,0,No,No,68,Yes,One year,Yes,Credit card (automatic),76.9,5023
0,Female,0,Yes,Yes,8,Yes,Two year,Yes,Mailed check,19.85,146.6
0,Female,0,No,Yes,34,Yes,Two year,No,Credit card (automatic),67.65,2339.3
0,Female,0,No,No,6,No,Month-to-month,No,Credit card (automatic),45,298.7
0,Male,0,Yes,No,2,Yes,Month-to-month,Yes,Mailed check,64.2,143.65
0,Male,0,No,No,31,Yes,One year,No,Credit card (automatic),81.7,2548.65
0,Female,0,Yes,Yes,20,Yes,Month-to-month,Yes,Bank transfer (automatic),25.55,507.4
0,Female,0,Yes,Yes,1,Yes,Month-to-month,No,Electronic check,20,20
1,Male,0,No,No,62,Yes,One year,Yes,Electronic check,96.75,6125.4
0,Female,1,Yes,No,70,Yes,Two year,Yes,Credit card (automatic),75.65,5411.4
1,Female,0,No,No,10,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25
0,Male,0,Yes,Yes,39,Yes,Two year,Yes,Mailed check,23.8,903.8
0,Female,0,Yes,No,46,Yes,Two year,Yes,Credit card (automatic),64.2,3009.5
1,Male,0,No,No,6,Yes,Month-to-month,Yes,Electronic check,85.35,489.45
0,Female,0,Yes,Yes,72,Yes,Two year,Yes,Bank transfer (automatic),76.8,5468.45
0,Male,0,No,No,18,Yes,Month-to-month,No,Credit card (automatic),55.2,1058.1
0,Male,0,Yes,No,71,Yes,Two year,Yes,Credit card (automatic),108.55,7616
1,Male,0,Yes,No,40,Yes,Month-to-month,Yes,Electronic check,101.3,4113.1
1,Male,0,No,No,1,Yes,Month-to-month,Yes,Electronic check,69.55,69.55
1,Male,0,No,No,58,Yes,One year,Yes,Bank transfer (automatic),103.25,6017.65
1,Male,0,No,No,70,Yes,Two year,Yes,Credit card (automatic),104,7250.15
0,Female,0,Yes,No,42,Yes,Two year,No,Electronic check,25.25,1108.2
0,Male,0,Yes,Yes,34,No,One year,No,Bank transfer (automatic),30.4,938.65
0,Male,1,No,No,5,Yes,Month-to-month,No,Bank transfer (automatic),20.05,94.15
0,Female,0,No,No,25,Yes,Month-to-month,Yes,Mailed check,84.6,2088.05
1,Female,0,No,No,2,Yes,Month-to-month,Yes,Mailed check,86.2,178.7
0,Female,0,Yes,Yes,55,Yes,One year,Yes,Bank transfer (automatic),103.7,5656.75
1,Male,0,Yes,No,21,Yes,Month-to-month,Yes,Electronic check,111.2,2317.1
0,Male,0,Yes,No,70,Yes,Two year,Yes,Credit card (automatic),88,5986.45
0,Female,0,Yes,No,61,Yes,Month-to-month,Yes,Electronic check,106.35,6751.35
0,Male,0,Yes,Yes,43,Yes,Two year,Yes,Credit card (automatic),79.15,3566.6
0,Male,0,No,No,47,Yes,One year,Yes,Electronic check,103.1,4889.3
0,Male,0,No,No,5,Yes,Month-to-month,Yes,Credit card (automatic),63.95,318.1
0,Female,0,No,No,62,Yes,Two year,Yes,Credit card (automatic),25.8,1563.95
1,Female,0,Yes,Yes,16,Yes,Month-to-month,Yes,Credit card (automatic),89.45,1430.25
1,Male,1,Yes,No,7,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35
0,Female,0,Yes,Yes,14,Yes,Month-to-month,No,Mailed check,25.55,372.45
1,Male,0,Yes,Yes,60,Yes,One year,No,Electronic check,90.95,5453.4
0,Male,0,Yes,Yes,34,No,Month-to-month,Yes,Electronic check,44.85,1442.6
1,Female,0,Yes,No,50,Yes,One year,No,Electronic check,108.55,5610.7
0,Male,0,Yes,Yes,38,Yes,Two year,No,Credit card (automatic),25.05,963.95
0,Female,0,Yes,Yes,70,Yes,One year,No,Credit card (automatic),74.1,5222.3
0,Female,0,Yes,Yes,37,Yes,Month-to-month,Yes,Electronic check,88.8,3340.55
1,Female,1,No,No,4,Yes,Month-to-month,Yes,Electronic check,78.85,292.8
0,Male,1,Yes,Yes,60,Yes,Month-to-month,Yes,Electronic check,93.25,5774.55
0,Male,0,Yes,Yes,62,Yes,One year,No,Credit card (automatic),71.4,4487.3
1,Male,0,No,No,1,Yes,Month-to-month,No,Mailed check,44.4,44.4
0,Male,0,No,No,36,Yes,Month-to-month,Yes,Credit card (automatic),79.2,2854.95
0,Male,0,No,No,44,Yes,Two year,No,Credit card (automatic),20.4,905.55
1,Female,1,No,No,55,Yes,One year,Yes,Electronic check,100,5509.3
0,Female,0,Yes,No,72,Yes,Two year,Yes,Credit card (automatic),105,7589.8
1,Female,0,Yes,Yes,12,Yes,One year,No,Bank transfer (automatic),19.8,229.6
0,Female,0,No,No,13,No,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1
1,Male,0,No,No,1,Yes,Month-to-month,Yes,Electronic check,89.9,89.9
0,Female,0,Yes,Yes,15,Yes,One year,No,Mailed check,20.55,295.95
0,Female,0,No,No,65,Yes,Two year,Yes,Bank transfer (automatic),84.85,5459.2
0,Female,0,Yes,Yes,12,No,One year,No,Credit card (automatic),33.15,444.75
0,Male,0,Yes,No,72,Yes,Two year,Yes,Credit card (automatic),92,6782.15
0,Female,0,Yes,Yes,72,Yes,Two year,No,Credit card (automatic),89.8,6510.45
0,Female,0,Yes,Yes,72,Yes,Two year,Yes,Bank transfer (automatic),115.8,8476.5
0,Male,0,No,Yes,52,Yes,Two year,Yes,Mailed check,85.15,4461.85
0,Male,0,No,No,2,Yes,Month-to-month,No,Mailed check,24.85,62
0,Female,0,No,No,5,Yes,Month-to-month,Yes,Electronic check,64.35,352.65
0,Female,0,No,No,68,Yes,Two year,No,Credit card (automatic),20.5,1424.9
1,Female,0,No,Yes,62,Yes,One year,Yes,Electronic check,100.15,6413.65
0,Male,0,No,No,72,Yes,Two year,No,Credit card (automatic),86.05,6309.65
1,Male,0,No,No,1,Yes,Month-to-month,No,Electronic check,50.8,50.8
0,Female,0,Yes,No,66,Yes,One year,No,Electronic check,89,5898.6
0,Male,0,Yes,Yes,72,No,Two year,Yes,Credit card (automatic),64.8,4719.75
0,Male,0,No,No,26,Yes,One year,No,Credit card (automatic),19.8,457.3
0,Male,0,Yes,Yes,64,Yes,Two year,No,Bank transfer (automatic),93.4,5822.3
1,Male,1,Yes,No,20,Yes,Month-to-month,Yes,Electronic check,73.65,1463.5
1,Female,0,No,No,3,Yes,Month-to-month,Yes,Electronic check,95.1,307.4
1,Male,0,No,No,22,Yes,Month-to-month,Yes,Credit card (automatic),94.65,2104.55
1,Male,0,Yes,No,4,Yes,Month-to-month,Yes,Mailed check,80.6,319.15
0,Male,0,Yes,No,62,No,Two year,Yes,Bank transfer (automatic),39,2337.45
0,Female,0,No,No,5,Yes,Month-to-month,Yes,Mailed check,20.5,104.3
1,Male,0,Yes,No,59,Yes,One year,No,Electronic check,85.55,5084.65
0,Male,0,No,Yes,3,Yes,Two year,Yes,Mailed check,26.4,121.25
0,Female,0,Yes,No,72,Yes,Two year,Yes,Bank transfer (automatic),98.2,7015.9
0,Male,0,Yes,Yes,57,Yes,One year,Yes,Credit card (automatic),97.55,5598
0,Male,0,No,Yes,66,Yes,Two year,No,Credit card (automatic),19.95,1269.1
1,Female,0,No,No,60,No,Month-to-month,Yes,Electronic check,50.8,3027.4
0,Male,0,No,Yes,45,Yes,Two year,No,Bank transfer (automatic),99.7,4634.35
0,Female,0,No,No,3,No,Month-to-month,Yes,Credit card (automatic),34.8,113.95
1,Female,0,No,No,15,Yes,Month-to-month,No,Electronic check,105.1,1582.75
0,Female,0,No,Yes,51,No,One year,No,Bank transfer (automatic),60.15,3077
0,Female,0,No,No,60,Yes,One year,No,Electronic check,64.75,4039.5
0,Male,0,No,No,33,Yes,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2
1,Male,0,No,No,10,Yes,Month-to-month,Yes,Electronic check,110.1,1043.3
0,Male,1,No,No,26,Yes,One year,No,Credit card (automatic),19.3,504.2
1,Female,0,No,No,6,Yes,Month-to-month,No,Electronic check,83.9,497.55
0,Female,0,Yes,No,67,Yes,One year,Yes,Electronic check,111.25,7511.65
0,Female,0,Yes,Yes,49,No,One year,Yes,Credit card (automatic),35.8,1782
0,Male,0,No,No,1,Yes,Month-to-month,Yes,Mailed check,20.05,20.05
0,Female,1,No,No,7,Yes,Month-to-month,Yes,Electronic check,84.35,609.65
0,Female,1,No,No,27,Yes,One year,Yes,Bank transfer (automatic),110.5,2857.6
0,Male,0,Yes,Yes,37,Yes,One year,No,Credit card (automatic),91.2,3247.55
1,Female,0,Yes,Yes,63,Yes,Month-to-month,Yes,Electronic check,100.55,6215.35
0,Male,0,Yes,Yes,31,Yes,Month-to-month,No,Electronic check,89.3,2823
1,Male,0,Yes,Yes,50,Yes,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9
0,Male,1,No,No,32,Yes,Month-to-month,Yes,Credit card (automatic),81.1,2619.25
1,Female,0,No,No,1,No,Month-to-month,No,Electronic check,24.6,24.6
0,Female,0,Yes,No,63,Yes,One year,Yes,Credit card (automatic),81.2,4965.1
0,Male,0,No,No,30,Yes,Month-to-month,Yes,Credit card (automatic),94.3,2679.7
0,Male,0,Yes,No,71,Yes,Two year,Yes,Bank transfer (automatic),116.1,8310.55
0,Female,0,No,No,53,Yes,Two year,No,Electronic check,105.55,5682.25
1,Female,0,No,No,12,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95
0,Male,0,Yes,No,50,Yes,Month-to-month,Yes,Credit card (automatic),94.4,4914.9
0,Female,0,No,No,2,Yes,Month-to-month,No,Mailed check,19.5,27.55
1,Female,0,No,No,9,Yes,Month-to-month,No,Credit card (automatic),98.3,923.5
1,Male,0,No,No,17,Yes,Month-to-month,No,Electronic check,93.85,1625.65
0,Female,0,Yes,No,56,Yes,One year,Yes,Credit card (automatic),105.6,6068.65
0,Male,0,Yes,Yes,67,Yes,Two year,No,Credit card (automatic),81.35,5398.6
1,Male,1,No,No,9,Yes,Month-to-month,Yes,Electronic check,100.5,918.6
0,Male,0,No,No,4,Yes,Month-to-month,Yes,Electronic check,56.4,234.85
0,Male,0,No,No,19,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85
0,Female,0,No,Yes,8,Yes,Month-to-month,No,Mailed check,19.95,170.9
0,Female,0,No,No,71,Yes,Two year,Yes,Electronic check,111.25,7984.15
1,Male,1,No,No,10,Yes,Month-to-month,Yes,Electronic check,72.85,688.65
0,Female,1,No,No,15,Yes,Month-to-month,No,Credit card (automatic),89,1288.3
0,Male,0,Yes,Yes,72,Yes,One year,Yes,Bank transfer (automatic),106.1,7848.5
0,Male,0,No,No,12,Yes,One year,No,Credit card (automatic),20.05,267
0,Male,0,Yes,Yes,72,Yes,Two year,Yes,Bank transfer (automatic),25.2,1798.9
1,Male,1,Yes,No,1,Yes,Month-to-month,Yes,Electronic check,73.55,73.55
0,Female,1,No,No,23,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55
0,Male,0,No,No,72,No,Two year,Yes,Bank transfer (automatic),65.55,4807.45
0,Female,0,No,No,26,Yes,Month-to-month,Yes,Electronic check,80.7,2193
0,Female,0,No,No,21,Yes,One year,Yes,Mailed check,104.55,2239.4
0,Male,0,Yes,No,60,Yes,One year,No,Bank transfer (automatic),24.15,1505.9
0,Male,0,No,No,12,Yes,Month-to-month,No,Mailed check,20.45,255.35
0,Male,0,Yes,No,16,Yes,Month-to-month,Yes,Electronic check,75.4,1189.4
0,Female,0,Yes,No,63,Yes,One year,Yes,Credit card (automatic),79.7,4786.15
0,Female,1,No,No,22,Yes,Month-to-month,No,Electronic check,81.7,1820.9
0,Female,0,Yes,Yes,32,Yes,Month-to-month,No,Bank transfer (automatic),76.3,2404.15
1,Female,1,No,No,3,Yes,Month-to-month,Yes,Electronic check,79.4,205.05
1,Female,0,No,No,13,Yes,Month-to-month,Yes,Electronic check,81.15,952.3
0,Female,0,Yes,Yes,68,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45
0,Female,0,Yes,Yes,30,Yes,One year,No,Electronic check,86.45,2538.05
0,Female,0,No,No,16,Yes,Month-to-month,No,Bank transfer (automatic),75.1,1212.85
0,Male,0,No,No,33,Yes,Two year,No,Bank transfer (automatic),80.6,2651.1
0,Male,0,Yes,No,72,Yes,Two year,No,Credit card (automatic),19.3,1304.8
1,Female,1,No,No,4,Yes,Month-to-month,Yes,Electronic check,84.6,360.1
0,Female,0,No,No,12,No,One year,Yes,Mailed check,33.6,435.45
0,Female,1,Yes,No,4,Yes,Month-to-month,Yes,Electronic check,83.25,308.05
0,Female,0,Yes,Yes,0,Yes,Two year,No,Mailed check,80.85, 
1,Female,0,No,No,6,Yes,Month-to-month,Yes,Electronic check,79.05,434.5
0,Female,0,Yes,No,65,Yes,One year,Yes,Credit card (automatic),108.05,7118.9
0,Female,0,No,No,15,Yes,Month-to-month,No,Mailed check,19.9,320.45
0,Female,0,No,Yes,24,Yes,One year,No,Bank transfer (automatic),21.05,531.55
0,Female,0,No,Yes,13,No,Month-to-month,No,Electronic check,30.15,382.2
0,Male,0,No,No,24,Yes,Month-to-month,Yes,Credit card (automatic),79.85,2001
0,Female,0,Yes,No,72,No,Two year,No,Bank transfer (automatic),65.5,4919.7
0,Female,0,Yes,Yes,54,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8
1,Female,0,No,No,3,Yes,Month-to-month,No,Bank transfer (automatic),74.4,215.8
0,Male,0,Yes,Yes,4,Yes,Month-to-month,Yes,Mailed check,20.5,77.6
0,Female,1,Yes,Yes,32,Yes,Month-to-month,Yes,Mailed check,91.35,2896.55
1,Male,1,No,No,35,Yes,Month-to-month,Yes,Electronic check,99.05,3395.8
0,Male,0,Yes,Yes,35,Yes,Two year,No,Bank transfer (automatic),20.5,759.35
1,Male,1,No,No,2,Yes,Month-to-month,No,Mailed check,44.95,85.15
0,Female,0,No,No,8,Yes,Month-to-month,No,Electronic check,75.6,535.55
0,Male,0,No,No,22,Yes,Month-to-month,No,Mailed check,55.1,1253.15
0,Female,0,No,No,15,Yes,Month-to-month,No,Electronic check,58.95,955.15
0,Male,0,No,No,22,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6
1,Male,0,Yes,No,1,Yes,Month-to-month,No,Credit card (automatic),44.7,44.7
0,Female,0,Yes,Yes,71,Yes,Two year,No,Bank transfer (automatic),25.45,1813.35
0,Male,0,No,No,4,Yes,Month-to-month,No,Electronic check,56.75,245.15
0,Male,0,No,No,25,Yes,Month-to-month,No,Bank transfer (automatic),81.75,2028.8
0,Female,0,Yes,Yes,32,Yes,Month-to-month,Yes,Electronic check,86.1,2723.75
0,Male,1,Yes,No,7,No,Month-to-month,No,Bank transfer (automatic),29.8,220.45
0,Male,0,No,No,17,Yes,One year,Yes,Mailed check,20.5,365.8
