age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
32,management,single,tertiary,no,5167,no,no,cellular,26,aug,18,-1,0,unknown,no
47,services,married,secondary,no,612,no,no,cellular,26,aug,4,-1,0,unknown,no
58,blue-collar,married,primary,no,0,no,no,cellular,26,aug,4,-1,0,unknown,no
33,management,single,secondary,no,0,no,no,cellular,26,aug,2,-1,0,unknown,no
36,management,married,tertiary,no,0,no,no,cellular,26,aug,3,-1,0,unknown,no
30,technician,single,secondary,no,73,no,yes,cellular,26,aug,2,-1,0,unknown,no
60,blue-collar,married,primary,no,11,no,no,telephone,26,aug,10,-1,0,unknown,no
48,management,married,tertiary,no,0,yes,no,cellular,26,aug,2,-1,0,unknown,no
31,admin.,married,secondary,yes,-51,no,yes,cellular,26,aug,2,-1,0,unknown,no
46,blue-collar,married,primary,no,588,yes,no,cellular,26,aug,4,-1,0,unknown,no
51,technician,divorced,secondary,no,-471,no,no,cellular,26,aug,2,-1,0,unknown,no
50,blue-collar,married,secondary,no,579,no,no,cellular,26,aug,4,-1,0,unknown,no
41,technician,married,tertiary,no,231,no,no,cellular,26,aug,2,-1,0,unknown,yes
59,technician,divorced,secondary,no,2,no,no,cellular,26,aug,2,-1,0,unknown,no
33,technician,single,tertiary,no,3773,no,no,cellular,26,aug,4,-1,0,unknown,no
32,management,married,tertiary,no,-55,yes,no,cellular,26,aug,4,-1,0,unknown,no
35,admin.,married,tertiary,no,6,no,no,cellular,26,aug,2,-1,0,unknown,no
44,technician,married,secondary,no,608,no,no,cellular,26,aug,2,-1,0,unknown,no
37,management,single,tertiary,no,9,no,no,cellular,26,aug,2,-1,0,unknown,no
60,retired,married,primary,no,5,no,no,cellular,26,aug,2,-1,0,unknown,no
42,management,single,tertiary,no,145,no,no,cellular,26,aug,2,-1,0,unknown,no
53,management,married,tertiary,no,0,no,no,cellular,26,aug,2,-1,0,unknown,no
47,blue-collar,married,primary,no,0,no,no,cellular,26,aug,4,-1,0,unknown,no
49,management,married,tertiary,no,108,no,no,cellular,26,aug,6,-1,0,unknown,no
33,management,married,tertiary,no,544,no,yes,cellular,26,aug,4,-1,0,unknown,no
35,management,married,tertiary,no,0,no,no,cellular,26,aug,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,581,yes,no,cellular,26,aug,6,-1,0,unknown,no
38,management,married,tertiary,no,0,yes,no,cellular,26,aug,38,-1,0,unknown,no
38,management,married,tertiary,no,0,no,no,cellular,26,aug,4,-1,0,unknown,no
35,management,married,tertiary,no,38,no,no,cellular,26,aug,8,-1,0,unknown,no
48,management,married,tertiary,no,4852,no,no,cellular,26,aug,11,-1,0,unknown,no
42,technician,single,secondary,no,275,no,no,cellular,26,aug,8,-1,0,unknown,no
47,self-employed,married,tertiary,no,1245,no,no,cellular,26,aug,15,-1,0,unknown,no
35,management,married,tertiary,no,841,no,no,cellular,26,aug,6,-1,0,unknown,no
52,management,single,tertiary,no,83,no,no,cellular,26,aug,6,-1,0,unknown,yes
30,management,married,secondary,yes,471,yes,no,cellular,26,aug,4,-1,0,unknown,no
35,technician,single,secondary,no,79,yes,no,cellular,26,aug,16,-1,0,unknown,no
42,management,divorced,tertiary,no,1243,no,no,cellular,26,aug,4,-1,0,unknown,yes
45,technician,married,secondary,no,34,no,no,cellular,26,aug,4,-1,0,unknown,no
48,management,married,primary,no,2537,no,no,cellular,26,aug,6,-1,0,unknown,no
47,services,married,secondary,no,284,no,no,cellular,26,aug,5,-1,0,unknown,no
60,management,married,tertiary,no,0,no,no,cellular,26,aug,6,-1,0,unknown,no
44,management,married,tertiary,no,254,no,no,cellular,26,aug,6,-1,0,unknown,no
46,services,married,secondary,no,301,no,no,cellular,26,aug,7,-1,0,unknown,no
56,technician,divorced,secondary,no,0,no,no,cellular,26,aug,8,-1,0,unknown,no
50,blue-collar,married,primary,no,1617,no,no,cellular,26,aug,4,-1,0,unknown,no
31,self-employed,married,tertiary,no,3220,no,no,cellular,26,aug,4,-1,0,unknown,no
32,technician,single,secondary,no,-5,no,yes,cellular,26,aug,4,-1,0,unknown,no
35,management,married,tertiary,no,231,no,no,cellular,26,aug,6,-1,0,unknown,no
32,management,single,tertiary,yes,5,yes,no,cellular,26,aug,4,-1,0,unknown,no
41,management,single,tertiary,no,236,no,no,cellular,26,aug,4,-1,0,unknown,no
52,self-employed,divorced,secondary,no,385,no,yes,cellular,26,aug,4,-1,0,unknown,no
48,management,single,tertiary,no,505,no,no,cellular,26,aug,5,-1,0,unknown,no
43,technician,married,secondary,no,10,no,no,cellular,26,aug,16,-1,0,unknown,no
37,management,single,tertiary,no,-533,no,no,cellular,26,aug,4,-1,0,unknown,no
30,technician,single,secondary,no,7,no,no,cellular,26,aug,4,-1,0,unknown,no
35,management,married,tertiary,no,71,no,yes,cellular,26,aug,4,-1,0,unknown,no
37,management,married,tertiary,no,725,no,no,cellular,26,aug,13,-1,0,unknown,no
33,technician,married,secondary,no,2362,yes,no,cellular,26,aug,4,-1,0,unknown,no
45,admin.,married,secondary,no,434,no,no,cellular,26,aug,4,-1,0,unknown,no
34,management,single,tertiary,no,4687,no,no,cellular,26,aug,19,-1,0,unknown,no
35,management,single,tertiary,no,0,no,no,cellular,26,aug,20,-1,0,unknown,no
39,technician,single,secondary,no,3867,no,no,cellular,26,aug,12,-1,0,unknown,no
33,technician,married,secondary,no,362,no,yes,cellular,26,aug,6,-1,0,unknown,no
60,admin.,married,primary,no,41,no,no,cellular,26,aug,6,-1,0,unknown,no
34,management,married,tertiary,no,297,yes,no,cellular,26,aug,4,-1,0,unknown,no
36,entrepreneur,divorced,tertiary,no,219,no,no,cellular,26,aug,4,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,26,aug,6,-1,0,unknown,no
33,technician,single,secondary,no,487,yes,no,cellular,26,aug,14,-1,0,unknown,no
49,self-employed,married,secondary,no,0,no,no,cellular,26,aug,6,-1,0,unknown,no
42,housemaid,married,tertiary,no,0,no,no,cellular,26,aug,10,-1,0,unknown,no
51,services,married,primary,no,10150,yes,no,cellular,26,aug,5,-1,0,unknown,no
57,services,married,secondary,no,1113,no,no,cellular,26,aug,20,-1,0,unknown,no
31,management,married,tertiary,no,392,no,no,cellular,26,aug,3,-1,0,unknown,no
55,self-employed,married,secondary,yes,0,no,no,cellular,26,aug,5,-1,0,unknown,no
33,technician,single,tertiary,no,469,no,no,cellular,26,aug,9,-1,0,unknown,no
45,management,married,tertiary,no,22815,no,no,cellular,26,aug,8,-1,0,unknown,no
39,management,single,tertiary,no,1092,no,no,cellular,26,aug,7,-1,0,unknown,no
36,management,married,tertiary,no,23,no,no,cellular,26,aug,11,-1,0,unknown,no
32,management,married,secondary,no,0,no,no,cellular,26,aug,3,-1,0,unknown,no
34,technician,single,secondary,no,1974,no,no,cellular,26,aug,3,-1,0,unknown,no
30,technician,single,tertiary,no,1271,yes,no,cellular,26,aug,5,-1,0,unknown,no
31,technician,single,tertiary,no,25,no,no,cellular,26,aug,16,-1,0,unknown,no
31,admin.,married,secondary,no,734,no,no,cellular,26,aug,9,-1,0,unknown,no
52,self-employed,married,secondary,no,517,no,no,cellular,26,aug,4,-1,0,unknown,no
44,management,married,tertiary,no,0,no,no,cellular,26,aug,4,-1,0,unknown,no
31,unemployed,married,tertiary,no,7744,no,no,cellular,26,aug,8,-1,0,unknown,no
45,blue-collar,married,primary,no,0,no,no,cellular,26,aug,2,-1,0,unknown,no
30,management,single,tertiary,no,21,no,no,cellular,26,aug,7,-1,0,unknown,no
39,technician,single,secondary,no,69,no,no,cellular,26,aug,3,-1,0,unknown,no
37,technician,single,secondary,no,-274,yes,no,cellular,26,aug,5,-1,0,unknown,no
46,management,married,tertiary,no,326,no,no,cellular,26,aug,7,-1,0,unknown,no
58,services,married,secondary,no,382,no,no,cellular,26,aug,4,-1,0,unknown,no
31,management,single,tertiary,no,1,no,no,cellular,26,aug,5,-1,0,unknown,no
38,technician,married,secondary,no,257,no,no,cellular,26,aug,10,-1,0,unknown,no
32,management,single,tertiary,no,631,no,no,cellular,26,aug,5,-1,0,unknown,no
30,technician,single,secondary,no,893,no,no,cellular,26,aug,3,-1,0,unknown,no
34,technician,married,secondary,no,1005,no,no,cellular,26,aug,7,-1,0,unknown,no
35,technician,single,secondary,no,915,no,yes,cellular,26,aug,3,-1,0,unknown,no
46,services,married,secondary,no,12,no,no,cellular,26,aug,3,-1,0,unknown,no
56,admin.,married,secondary,no,370,no,no,cellular,26,aug,12,-1,0,unknown,no
59,self-employed,married,primary,no,745,no,no,cellular,26,aug,9,-1,0,unknown,no
52,blue-collar,married,primary,no,382,no,yes,cellular,26,aug,7,-1,0,unknown,no
34,technician,married,secondary,no,479,no,no,cellular,26,aug,2,-1,0,unknown,no
52,admin.,divorced,unknown,no,0,no,no,cellular,26,aug,4,-1,0,unknown,no
54,blue-collar,married,primary,no,1111,no,no,telephone,26,aug,9,-1,0,unknown,no
30,management,single,tertiary,no,796,no,yes,cellular,26,aug,13,-1,0,unknown,no
48,technician,single,secondary,no,957,no,no,cellular,26,aug,5,-1,0,unknown,no
32,management,married,tertiary,no,5910,no,no,cellular,26,aug,3,-1,0,unknown,no
32,management,married,tertiary,no,0,no,no,cellular,26,aug,9,-1,0,unknown,no
36,management,divorced,tertiary,no,608,no,no,cellular,26,aug,2,-1,0,unknown,no
36,technician,single,secondary,yes,0,no,yes,cellular,26,aug,14,-1,0,unknown,no
40,management,single,tertiary,no,0,no,no,cellular,26,aug,7,-1,0,unknown,no
36,unemployed,married,tertiary,no,154,no,no,cellular,26,aug,7,-1,0,unknown,yes
40,management,married,tertiary,no,3160,no,no,cellular,26,aug,4,-1,0,unknown,no
36,management,married,secondary,no,699,no,no,cellular,26,aug,8,-1,0,unknown,no
45,management,married,tertiary,no,10,no,no,cellular,26,aug,7,-1,0,unknown,no
38,technician,married,tertiary,no,-363,no,no,cellular,26,aug,2,-1,0,unknown,no
50,blue-collar,married,secondary,yes,0,yes,no,cellular,26,aug,5,-1,0,unknown,no
32,management,divorced,tertiary,no,387,no,no,cellular,26,aug,4,-1,0,unknown,no
44,technician,married,secondary,no,7863,no,no,cellular,26,aug,6,-1,0,unknown,no
41,management,divorced,tertiary,no,1757,no,no,cellular,26,aug,13,-1,0,unknown,no
31,unknown,married,tertiary,no,526,no,no,cellular,26,aug,13,-1,0,unknown,no
52,blue-collar,married,primary,no,359,no,no,telephone,26,aug,14,-1,0,unknown,no
37,management,single,tertiary,no,0,no,no,cellular,26,aug,6,-1,0,unknown,no
30,management,married,tertiary,no,20,no,no,cellular,26,aug,10,-1,0,unknown,no
39,management,married,secondary,no,46,yes,no,cellular,26,aug,10,-1,0,unknown,no
39,management,divorced,tertiary,no,373,no,no,cellular,26,aug,4,-1,0,unknown,no
50,blue-collar,married,secondary,no,3558,no,no,cellular,26,aug,10,-1,0,unknown,no
32,technician,married,secondary,no,485,no,no,cellular,26,aug,14,-1,0,unknown,no
32,technician,single,tertiary,no,127,yes,no,cellular,27,aug,17,-1,0,unknown,no
40,technician,divorced,secondary,no,6,no,no,cellular,27,aug,16,-1,0,unknown,no
45,technician,divorced,tertiary,no,0,no,no,cellular,27,aug,4,-1,0,unknown,no
34,management,single,tertiary,no,1612,no,no,cellular,27,aug,22,-1,0,unknown,no
38,management,single,tertiary,no,1272,no,no,cellular,27,aug,6,-1,0,unknown,no
50,housemaid,married,primary,no,0,no,no,cellular,27,aug,3,-1,0,unknown,no
39,technician,married,secondary,no,462,no,no,cellular,27,aug,4,-1,0,unknown,no
34,self-employed,single,secondary,no,296,no,no,cellular,27,aug,13,-1,0,unknown,yes
33,technician,single,secondary,no,151,yes,no,cellular,27,aug,6,-1,0,unknown,no
55,technician,divorced,tertiary,no,56,no,no,cellular,27,aug,6,-1,0,unknown,no
31,management,single,tertiary,no,730,no,no,cellular,27,aug,6,-1,0,unknown,no
45,technician,married,secondary,no,3460,no,no,cellular,27,aug,4,-1,0,unknown,no
38,technician,single,tertiary,no,187,no,no,cellular,27,aug,7,-1,0,unknown,no
50,self-employed,married,tertiary,no,1503,no,no,cellular,27,aug,12,-1,0,unknown,no
51,blue-collar,married,secondary,no,285,yes,yes,cellular,27,aug,8,-1,0,unknown,no
31,technician,divorced,tertiary,no,0,no,no,cellular,27,aug,6,-1,0,unknown,yes
48,management,married,tertiary,no,567,no,no,cellular,27,aug,34,-1,0,unknown,no
33,management,married,tertiary,no,0,no,no,cellular,27,aug,4,-1,0,unknown,no
35,technician,married,secondary,no,0,no,no,cellular,27,aug,14,-1,0,unknown,no
34,services,married,secondary,no,1632,no,no,cellular,27,aug,6,-1,0,unknown,no
45,technician,divorced,tertiary,no,917,no,no,cellular,27,aug,8,-1,0,unknown,no
35,technician,married,secondary,no,0,no,no,cellular,27,aug,4,-1,0,unknown,no
51,services,married,unknown,no,3413,no,no,cellular,27,aug,7,-1,0,unknown,no
49,management,married,tertiary,no,0,no,no,cellular,27,aug,6,-1,0,unknown,no
37,management,married,tertiary,no,40,no,no,cellular,27,aug,4,-1,0,unknown,yes
58,admin.,married,secondary,no,0,no,no,cellular,27,aug,13,-1,0,unknown,no
53,management,married,tertiary,no,2094,no,yes,cellular,27,aug,6,-1,0,unknown,no
54,management,married,tertiary,no,656,yes,yes,cellular,27,aug,6,-1,0,unknown,no
30,management,single,tertiary,no,60,no,no,cellular,27,aug,3,-1,0,unknown,no
52,management,married,tertiary,no,1158,no,no,cellular,27,aug,4,-1,0,unknown,no
49,blue-collar,married,secondary,no,2673,no,no,cellular,27,aug,4,-1,0,unknown,no
55,retired,married,secondary,no,39,no,no,cellular,27,aug,5,-1,0,unknown,no
37,technician,married,tertiary,no,143,no,no,cellular,27,aug,6,-1,0,unknown,no
37,self-employed,married,secondary,no,487,no,yes,cellular,27,aug,15,-1,0,unknown,no
59,retired,married,primary,no,-47,yes,no,cellular,27,aug,4,-1,0,unknown,no
32,management,single,tertiary,no,1836,no,no,cellular,27,aug,9,-1,0,unknown,no
49,blue-collar,married,secondary,no,-417,no,no,cellular,27,aug,20,-1,0,unknown,no
59,retired,married,secondary,no,2396,no,no,cellular,27,aug,6,-1,0,unknown,yes
35,technician,divorced,secondary,no,1085,no,no,cellular,27,aug,10,-1,0,unknown,no
41,management,married,tertiary,no,6563,no,no,cellular,27,aug,8,-1,0,unknown,no
38,technician,married,tertiary,no,51,no,no,telephone,27,aug,9,-1,0,unknown,no
51,technician,married,tertiary,no,1121,no,no,cellular,27,aug,4,-1,0,unknown,no
52,management,divorced,tertiary,no,0,no,no,cellular,27,aug,4,-1,0,unknown,no
55,services,married,unknown,no,2944,no,no,cellular,27,aug,6,-1,0,unknown,yes
46,blue-collar,married,secondary,no,836,no,no,cellular,27,aug,4,-1,0,unknown,no
38,management,married,tertiary,no,3724,yes,no,cellular,27,aug,10,-1,0,unknown,no
40,management,married,tertiary,no,105,yes,yes,cellular,27,aug,9,-1,0,unknown,no
38,technician,married,secondary,no,258,no,no,cellular,27,aug,4,-1,0,unknown,no
47,admin.,married,secondary,no,1647,no,no,cellular,27,aug,13,-1,0,unknown,no
31,management,married,tertiary,no,917,yes,no,cellular,27,aug,9,-1,0,unknown,no
39,technician,single,tertiary,no,0,no,no,cellular,27,aug,4,-1,0,unknown,no
59,housemaid,married,primary,no,0,no,no,cellular,27,aug,11,-1,0,unknown,no
44,management,married,tertiary,no,-84,yes,no,cellular,27,aug,6,-1,0,unknown,no
35,technician,single,secondary,no,344,no,no,cellular,27,aug,16,-1,0,unknown,yes
42,management,single,tertiary,no,1,no,no,cellular,27,aug,13,-1,0,unknown,no
42,technician,divorced,secondary,no,324,yes,no,cellular,27,aug,2,-1,0,unknown,no
58,management,married,tertiary,no,2076,no,no,cellular,27,aug,4,-1,0,unknown,no
33,management,single,tertiary,no,0,no,no,cellular,27,aug,4,-1,0,unknown,no
31,management,single,secondary,no,36,no,no,cellular,27,aug,2,-1,0,unknown,no
48,technician,married,secondary,no,98,no,no,cellular,27,aug,4,-1,0,unknown,no
59,management,married,tertiary,no,0,no,no,cellular,27,aug,4,-1,0,unknown,no
31,technician,married,tertiary,no,313,yes,no,cellular,27,aug,2,-1,0,unknown,no
35,technician,married,tertiary,no,25,no,no,cellular,27,aug,2,-1,0,unknown,no
33,management,single,tertiary,no,7084,no,no,cellular,27,aug,8,-1,0,unknown,yes
48,management,married,tertiary,no,6748,no,no,cellular,27,aug,3,-1,0,unknown,no
56,self-employed,married,tertiary,no,719,no,no,cellular,27,aug,2,-1,0,unknown,no
41,management,married,tertiary,no,24,no,no,cellular,27,aug,8,-1,0,unknown,no
36,technician,married,secondary,no,30,no,no,cellular,27,aug,2,-1,0,unknown,no
48,admin.,married,secondary,no,35,no,no,cellular,27,aug,4,-1,0,unknown,no
44,admin.,married,tertiary,no,6485,no,no,cellular,27,aug,19,-1,0,unknown,no
38,management,married,tertiary,no,3228,no,no,cellular,27,aug,8,-1,0,unknown,no
44,management,single,tertiary,no,639,no,no,cellular,27,aug,12,-1,0,unknown,no
31,technician,single,secondary,no,46,no,no,cellular,27,aug,6,-1,0,unknown,no
42,technician,divorced,tertiary,no,765,no,no,cellular,27,aug,8,-1,0,unknown,no
35,management,single,tertiary,no,362,no,no,cellular,27,aug,4,-1,0,unknown,no
36,management,single,tertiary,no,0,no,no,cellular,27,aug,2,-1,0,unknown,no
43,management,married,tertiary,no,46,no,no,cellular,27,aug,8,-1,0,unknown,no
31,technician,divorced,secondary,no,24,no,yes,cellular,27,aug,2,-1,0,unknown,no
36,technician,married,secondary,no,25,no,no,cellular,27,aug,4,-1,0,unknown,no
32,management,married,tertiary,no,2204,no,no,cellular,27,aug,4,-1,0,unknown,no
53,unemployed,married,primary,no,49,no,no,cellular,27,aug,8,-1,0,unknown,no
58,retired,married,primary,no,-102,yes,yes,cellular,27,aug,10,-1,0,unknown,no
32,technician,single,secondary,no,1107,no,no,cellular,27,aug,8,-1,0,unknown,no
41,technician,married,secondary,no,128,yes,no,cellular,27,aug,2,-1,0,unknown,no
59,blue-collar,married,primary,no,699,no,no,cellular,27,aug,6,-1,0,unknown,no
32,management,single,tertiary,no,0,no,no,cellular,27,aug,2,-1,0,unknown,no
57,retired,married,secondary,no,63,no,no,cellular,27,aug,2,-1,0,unknown,no
32,management,married,tertiary,no,0,no,no,cellular,27,aug,2,-1,0,unknown,no
46,management,married,tertiary,no,0,no,no,cellular,27,aug,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,16,yes,yes,telephone,27,aug,2,-1,0,unknown,no
31,technician,married,tertiary,no,11,no,no,cellular,27,aug,2,-1,0,unknown,no
30,technician,single,secondary,no,0,no,no,cellular,27,aug,2,-1,0,unknown,no
56,blue-collar,married,secondary,no,297,no,yes,telephone,27,aug,16,-1,0,unknown,no
31,technician,divorced,secondary,no,-175,no,no,telephone,27,aug,15,-1,0,unknown,no
33,technician,married,tertiary,no,1020,no,no,cellular,27,aug,4,-1,0,unknown,no
46,management,divorced,secondary,no,0,no,no,cellular,27,aug,5,-1,0,unknown,yes
48,technician,divorced,tertiary,no,2328,no,no,cellular,27,aug,7,-1,0,unknown,no
30,technician,married,tertiary,no,569,no,no,cellular,27,aug,12,-1,0,unknown,yes
47,services,married,primary,no,6,no,no,cellular,27,aug,4,-1,0,unknown,no
52,technician,married,secondary,no,1697,no,yes,cellular,27,aug,4,-1,0,unknown,no
33,technician,single,secondary,yes,-173,no,no,cellular,27,aug,4,-1,0,unknown,no
34,management,single,tertiary,no,127,no,no,cellular,27,aug,6,-1,0,unknown,no
51,blue-collar,married,primary,no,3726,no,yes,cellular,27,aug,12,-1,0,unknown,no
40,entrepreneur,married,primary,no,324,yes,no,cellular,27,aug,6,-1,0,unknown,no
38,technician,divorced,secondary,no,-453,no,yes,cellular,27,aug,9,-1,0,unknown,no
56,blue-collar,married,secondary,no,605,no,yes,cellular,27,aug,6,-1,0,unknown,no
31,technician,married,secondary,no,522,yes,yes,cellular,27,aug,4,-1,0,unknown,no
34,technician,single,tertiary,no,-552,yes,no,cellular,27,aug,12,-1,0,unknown,no
43,housemaid,married,tertiary,no,0,no,no,cellular,27,aug,6,-1,0,unknown,no
43,technician,divorced,secondary,no,-414,no,no,cellular,27,aug,4,-1,0,unknown,no
57,technician,married,secondary,no,104,no,no,cellular,27,aug,5,-1,0,unknown,no
39,management,married,tertiary,no,1041,no,no,cellular,27,aug,7,-1,0,unknown,no
45,blue-collar,married,primary,no,692,yes,yes,cellular,27,aug,4,-1,0,unknown,no
60,technician,married,tertiary,no,91,no,no,cellular,27,aug,4,-1,0,unknown,no
46,technician,married,unknown,no,312,no,no,cellular,27,aug,4,-1,0,unknown,no
46,services,married,secondary,no,236,no,no,cellular,27,aug,28,-1,0,unknown,no
35,technician,married,secondary,no,-1459,yes,no,cellular,27,aug,14,-1,0,unknown,no
42,technician,married,secondary,no,314,no,no,cellular,27,aug,22,-1,0,unknown,no
50,blue-collar,married,primary,no,157,no,no,cellular,27,aug,4,-1,0,unknown,no
55,admin.,married,secondary,no,1232,no,no,cellular,27,aug,7,-1,0,unknown,no
55,technician,married,secondary,no,570,no,no,cellular,27,aug,6,-1,0,unknown,no
54,blue-collar,married,primary,no,946,no,no,cellular,27,aug,9,-1,0,unknown,no
31,management,married,tertiary,no,607,no,no,cellular,27,aug,5,-1,0,unknown,no
41,admin.,married,secondary,no,875,no,yes,cellular,27,aug,6,-1,0,unknown,no
55,blue-collar,married,secondary,no,328,no,yes,cellular,27,aug,4,-1,0,unknown,no
46,management,married,secondary,no,0,no,no,cellular,27,aug,6,-1,0,unknown,no
52,technician,married,secondary,no,470,no,no,cellular,27,aug,8,-1,0,unknown,no
34,management,single,tertiary,no,-2,no,no,cellular,27,aug,6,-1,0,unknown,no
56,retired,married,primary,no,-1,no,no,cellular,27,aug,23,-1,0,unknown,no
44,technician,single,secondary,no,-34,no,yes,cellular,27,aug,13,-1,0,unknown,no
46,admin.,married,secondary,no,979,no,no,cellular,27,aug,15,-1,0,unknown,no
39,management,divorced,tertiary,no,81,yes,yes,cellular,27,aug,4,-1,0,unknown,no
49,management,married,tertiary,no,2809,yes,no,cellular,27,aug,9,-1,0,unknown,no
40,management,single,tertiary,no,269,yes,no,cellular,27,aug,4,-1,0,unknown,no
34,technician,married,secondary,no,1057,no,yes,cellular,27,aug,10,-1,0,unknown,no
60,services,married,primary,no,0,no,no,cellular,27,aug,9,-1,0,unknown,no
45,technician,married,secondary,no,34,no,no,telephone,27,aug,7,-1,0,unknown,no
38,student,married,secondary,no,134,no,no,cellular,27,aug,8,-1,0,unknown,no
38,self-employed,married,tertiary,no,526,no,no,cellular,27,aug,11,-1,0,unknown,no
32,self-employed,single,secondary,no,356,yes,no,cellular,27,aug,6,-1,0,unknown,no
32,admin.,married,tertiary,no,157,no,no,cellular,27,aug,4,-1,0,unknown,no
43,technician,married,secondary,no,-705,yes,no,cellular,27,aug,6,-1,0,unknown,no
58,retired,married,secondary,no,413,no,no,cellular,27,aug,5,-1,0,unknown,no
31,self-employed,single,tertiary,no,1788,no,no,cellular,27,aug,15,-1,0,unknown,no
58,retired,married,unknown,no,911,no,no,cellular,27,aug,4,-1,0,unknown,no
42,technician,married,secondary,no,9324,no,no,cellular,27,aug,4,-1,0,unknown,no
35,technician,married,secondary,no,198,no,no,cellular,27,aug,13,-1,0,unknown,no
30,management,single,tertiary,no,2,no,no,cellular,27,aug,21,-1,0,unknown,no
36,management,married,tertiary,no,0,no,no,cellular,27,aug,11,-1,0,unknown,no
42,self-employed,married,secondary,no,105,no,no,cellular,27,aug,4,-1,0,unknown,no
59,technician,divorced,secondary,no,330,no,no,cellular,27,aug,5,-1,0,unknown,no
30,technician,single,secondary,no,194,no,yes,cellular,27,aug,3,-1,0,unknown,no
33,technician,married,tertiary,no,48,no,no,cellular,27,aug,14,-1,0,unknown,no
47,blue-collar,married,primary,no,209,no,no,cellular,27,aug,6,-1,0,unknown,no
38,management,single,tertiary,no,194,no,no,cellular,27,aug,2,-1,0,unknown,no
51,blue-collar,married,primary,yes,-17,no,no,cellular,27,aug,6,-1,0,unknown,no
31,blue-collar,single,secondary,no,183,no,no,cellular,27,aug,4,-1,0,unknown,no
46,self-employed,married,primary,no,49,no,no,cellular,27,aug,6,-1,0,unknown,no
34,technician,single,secondary,no,391,no,no,cellular,27,aug,8,-1,0,unknown,no
44,management,married,tertiary,no,1138,no,no,cellular,27,aug,3,-1,0,unknown,yes
53,self-employed,married,tertiary,no,837,no,no,cellular,27,aug,4,-1,0,unknown,no
30,management,single,tertiary,no,890,no,no,cellular,27,aug,18,-1,0,unknown,no
59,retired,married,primary,no,213,no,no,cellular,27,aug,3,-1,0,unknown,no
49,blue-collar,married,secondary,no,24,no,yes,cellular,27,aug,3,-1,0,unknown,no
48,technician,married,secondary,no,164,no,no,cellular,27,aug,4,-1,0,unknown,no
47,technician,divorced,secondary,no,598,no,no,cellular,27,aug,8,-1,0,unknown,no
44,housemaid,married,secondary,no,2541,no,no,cellular,27,aug,3,-1,0,unknown,no
34,management,married,tertiary,no,255,no,no,cellular,27,aug,9,-1,0,unknown,no
34,management,divorced,tertiary,no,0,yes,no,cellular,27,aug,7,-1,0,unknown,no
41,technician,married,secondary,no,417,no,no,cellular,27,aug,3,-1,0,unknown,no
49,technician,married,secondary,yes,410,no,no,cellular,27,aug,7,-1,0,unknown,no
37,housemaid,married,primary,no,309,no,no,cellular,27,aug,15,-1,0,unknown,no
32,management,divorced,tertiary,no,4393,no,no,cellular,27,aug,3,-1,0,unknown,no
51,services,married,secondary,no,7,no,no,cellular,27,aug,18,-1,0,unknown,no
55,retired,married,secondary,no,120,no,no,cellular,27,aug,3,-1,0,unknown,no
32,technician,married,tertiary,no,1868,no,no,cellular,27,aug,16,-1,0,unknown,no
42,technician,divorced,tertiary,no,2517,no,no,cellular,27,aug,17,-1,0,unknown,no
32,technician,single,secondary,no,1165,no,no,cellular,27,aug,23,-1,0,unknown,no
48,blue-collar,married,primary,no,2321,no,no,cellular,27,aug,7,-1,0,unknown,no
58,self-employed,married,tertiary,no,0,no,no,cellular,27,aug,28,-1,0,unknown,no
31,management,married,tertiary,no,382,no,no,cellular,27,aug,19,-1,0,unknown,no
39,management,single,tertiary,no,816,yes,no,cellular,27,aug,3,-1,0,unknown,no
42,self-employed,married,tertiary,no,6383,no,no,cellular,27,aug,5,-1,0,unknown,no
36,technician,divorced,secondary,no,54,yes,no,cellular,27,aug,3,-1,0,unknown,yes
44,technician,married,secondary,no,682,no,no,cellular,27,aug,3,-1,0,unknown,no
58,services,married,secondary,no,1905,no,no,cellular,27,aug,5,-1,0,unknown,no
51,housemaid,married,secondary,no,260,no,no,cellular,27,aug,5,-1,0,unknown,no
30,management,single,tertiary,no,168,no,no,cellular,27,aug,13,-1,0,unknown,no
31,technician,single,tertiary,no,4979,no,yes,cellular,27,aug,2,-1,0,unknown,no
56,services,married,secondary,no,83,no,no,cellular,27,aug,11,-1,0,unknown,no
31,management,single,tertiary,no,347,yes,no,cellular,27,aug,6,-1,0,unknown,no
32,technician,married,secondary,no,616,yes,no,cellular,27,aug,7,-1,0,unknown,no
57,blue-collar,married,secondary,no,1859,yes,no,cellular,27,aug,5,-1,0,unknown,no
48,management,married,tertiary,no,2460,no,no,cellular,27,aug,11,-1,0,unknown,no
32,technician,single,secondary,no,5118,yes,no,cellular,27,aug,12,-1,0,unknown,no
33,management,single,tertiary,no,1374,yes,yes,cellular,27,aug,12,-1,0,unknown,no
54,management,married,tertiary,no,2437,no,no,telephone,27,aug,8,-1,0,unknown,no
50,blue-collar,married,primary,no,334,no,no,cellular,27,aug,3,-1,0,unknown,no
30,management,single,tertiary,no,-218,yes,no,cellular,27,aug,15,-1,0,unknown,no
